id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
39913554,https://www.airbnb.com/rooms/39913554,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 1 bedroom · 2 beds · 1 bath,,Perfectly located in the old town of geneva.<br />There are bus and tram lines at less than 3 minutes by foot from the apartment.<br />Plenty of nice restaurants and cafe nearby,https://a0.muscache.com/pictures/d704237a-2059-4240-96ac-1b48f1782b5a.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20005,6.14944,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],$97.00,2,365,3,3,365,365,3.0,365.0,,t,0,24,54,234,2023-12-27,0,0,0,,,,,,,,,,,f,86,77,7,0,
39960841,https://www.airbnb.com/rooms/39960841,20231227030725,2023-12-27,city scrape,Rental unit in Le Grand-Saconnex · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,,A côté ..ARENA ..PALEXPO ..OMS 10 minutes a pied   .<br />ONU..PLACE DÈS NATIONS  ...  musée ARIANA et CROIX ROUGE SUISSE  20 a 25 minutes ou 8minutes en bus,https://a0.muscache.com/pictures/0b024382-05fd-42a3-bd23-f7d3809c3f9c.jpg,90172648,https://www.airbnb.com/users/show/90172648,Raymonde,2016-08-16,"Geneva, Switzerland","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-90172648/original/d70a204a-f45d-4d89-807c-2fdcc6674180.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-90172648/original/d70a204a-f45d-4d89-807c-2fdcc6674180.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Le Grand-Saconnex, Genève, Switzerland",Grand-Saconnex,,46.23566,6.1276,Private room in rental unit,Private room,1,,1.5 shared baths,,1,[],$43.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,18,48,68,190,2023-12-27,39,6,0,2019-11-15,2023-11-18,4.77,4.79,4.85,4.77,4.79,4.79,4.67,,f,1,0,1,0,0.78
40026248,https://www.airbnb.com/rooms/40026248,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.42 · Studio · 1 bed · 1.5 baths,,"Lively area, you will find many bars, restaurants, markets and shops nearby. Very close to the lake and the old town.",https://a0.muscache.com/pictures/43fc94c6-b68f-4d04-b436-3bebaf99175a.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20367,6.13934,Entire rental unit,Entire home/apt,2,,1.5 baths,,1,[],$100.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2023-12-27,90,34,1,2019-11-23,2023-12-03,4.42,4.65,4.54,4.57,4.44,4.74,4.35,,t,86,77,7,0,1.80
40030021,https://www.airbnb.com/rooms/40030021,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.73 · 2 bedrooms · 2 beds · 1 bath,,Very quiet and safe neighborhood in the very center of Geneva.<br />The particularity of this apartment is the beautiful path in the wood along the Rhone river and its amazing turquoise color.,https://a0.muscache.com/pictures/039c63cf-2e31-4041-8181-5b3d33d459e9.jpg,308730896,https://www.airbnb.com/users/show/308730896,Marco,2019-11-11,"Foz do Sousa, Portugal","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/20de55c1-ce0f-4fe7-ae0c-2480e114bd41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20de55c1-ce0f-4fe7-ae0c-2480e114bd41.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.20489,6.13265,Entire rental unit,Entire home/apt,5,,1 bath,,2,[],,2,1125,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2023-12-27,15,0,0,2019-11-24,2022-01-02,4.73,4.67,4.73,4.87,4.87,4.67,4.47,,f,1,1,0,0,0.30
40054107,https://www.airbnb.com/rooms/40054107,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,,The apartment has a park out front leading right to the train station. The bedroom and kitchen look out over a courtyard/garden area with views of the Jura mountains. The apartment is on the top floor so no upstairs neighbours and no street noise. There is a supermarket across the street for any essentials and a lovely bakery for coffee and breakfast bites downstairs.,https://a0.muscache.com/pictures/ac149ed4-0cf1-4e7d-b369-bb270baa7201.jpg,32044564,https://www.airbnb.com/users/show/32044564,Rosanne,2015-04-27,"Geneva, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/6546d775-f8a1-4209-a9e7-69f1bca4c47b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6546d775-f8a1-4209-a9e7-69f1bca4c47b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21639,6.13342,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,2,1125,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2023-12-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
40062171,https://www.airbnb.com/rooms/40062171,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,3min du lac. Superbe parc mon repos et perle du lac à côté de l'appartement.<br />7min à pied de la gare et de la station de bus<br />7min à pied des principales organisations internationales,https://a0.muscache.com/pictures/airflow/Hosting-40062171/original/ab11e177-439b-4c34-b3be-e5d45058ef42.jpg,59897623,https://www.airbnb.com/users/show/59897623,Coline,2016-02-22,,"I love life, meeting people, traveling (discovering&exploring) learning, eating, smiling! I am not a complicated person. 
Respecting others is essential, as well as tolerating others' cultures & opinions.
I have traveled all my life (65 countries - mostly backpacking), lived in 10 countries (due to my job) & learnt 7 languages.
I am now a happy mum of 2 wonderful girls.
I am friendly, respectful & caring!
I am a host in Geneva, not in Marseille!",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/db45b7e9-dda8-4240-ab35-3fedede69b77.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db45b7e9-dda8-4240-ab35-3fedede69b77.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.2179,6.14696,Private room in rental unit,Private room,1,,1.5 baths,,1,[],$80.00,1,5,1,1,5,5,1.0,5.0,,t,2,2,2,118,2023-12-27,5,0,0,2019-11-27,2022-10-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.10
40084666,https://www.airbnb.com/rooms/40084666,20231227030725,2023-12-27,previous scrape,Condo in Meyrin · ★5.0 · 1 bedroom · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/e28ce112-d16e-4ecf-9c2b-2ad72e1c5727.jpg,132272993,https://www.airbnb.com/users/show/132272993,Rita,2017-05-28,"Meyrin, Switzerland","Hi, I'm Rita I will be more than happy to welcome you in my sweet home!
",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/acd9d8f4-7aa6-415c-8a44-051487e21794.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/acd9d8f4-7aa6-415c-8a44-051487e21794.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Meyrin,,46.2372,6.07937,Entire condo,Entire home/apt,4,,1 bath,,3,[],,3,1125,3,3,1125,1125,3.0,1125.0,,,0,0,0,0,2023-12-27,8,0,0,2020-01-01,2022-07-18,5.0,5.0,4.75,5.0,5.0,4.88,4.88,,f,1,1,0,0,0.16
40088245,https://www.airbnb.com/rooms/40088245,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,"Le quartier des Augustins est très agréable et vivant...Restaurants, bars, supermarchés, commerces...Vous avez tout ce dont vous avez besoin à proximité",https://a0.muscache.com/pictures/6eb73e36-c2b1-4035-a4dd-e05e62be140f.jpg,21309970,https://www.airbnb.com/users/show/21309970,Benoît,2014-09-14,"Geneva, Switzerland","Benoit, aime découvrir une ville en logeant dans de beaux et confortables lieux...",within an hour,100%,86%,f,https://a0.muscache.com/im/pictures/user/User-21309970/original/7c9d31aa-1305-4ddf-a526-8c7514fdc95b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21309970/original/7c9d31aa-1305-4ddf-a526-8c7514fdc95b.jpeg?aki_policy=profile_x_medium,,3,7,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.18996,6.14348,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$70.00,20,1125,20,20,1125,1125,20.0,1125.0,,t,3,28,58,58,2023-12-27,5,0,0,2019-11-24,2022-07-31,5.0,5.0,5.0,5.0,5.0,5.0,4.8,,f,1,0,1,0,0.10
40109394,https://www.airbnb.com/rooms/40109394,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,,Situé en plein coeur de Genève dans le quartier bas des Pâquis. L'appartement est proche de la Gare centrale Cornavin.<br />2 lignes de bus avec arrêt devant l'immeuble.<br />3 supermarchés aux pieds de l'immeuble.<br />Restaurants et bars à disposition.<br />Proche de toutes commodités ainsi que du quartier des Nations Unis.<br /><br />Aéroport à 7mn en train de la gare centrale.,https://a0.muscache.com/pictures/airflow/Hosting-40109394/original/839d3af2-a8c5-4abb-8f54-6326106db641.jpg,8603479,https://www.airbnb.com/users/show/8603479,Max&Ivan,2013-09-03,"Geneva, Switzerland","Couple ayant beaucoup voyagé! Nous serions heureux de vous accueillir chez nous.

Ivan (Mexicain) et Max (Français) parlent couramment français, espagnol et anglais avec nos invités,

Nous sommes très faciles à vivre et heureux de partager notre temps et de rencontrer de nouvelles personnes.

Couple sympathique et propre, nous espérons que vous apprécierez notre chez nous comme vous y étiez chez vous :)",within a few hours,100%,53%,t,https://a0.muscache.com/im/pictures/user/User-8603479/original/59c8fb50-8260-49b8-9076-e7ec39da5555.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-8603479/original/59c8fb50-8260-49b8-9076-e7ec39da5555.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21236,6.14961,Private room in rental unit,Private room,2,,1.5 shared baths,,1,[],$110.00,2,60,2,2,60,60,2.0,60.0,,t,25,42,71,138,2023-12-27,45,15,1,2019-11-25,2023-12-08,5.0,5.0,4.98,5.0,5.0,5.0,4.96,,f,1,0,1,0,0.90
40130142,https://www.airbnb.com/rooms/40130142,20231227030725,2023-12-27,previous scrape,Home in Aire-la-Ville · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,,,https://a0.muscache.com/pictures/7e3b86c2-d0ab-4038-b869-9f7c16638709.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,100%,76%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,56,67,"['email', 'phone']",t,t,,Vernier,,46.19884,6.09123,Entire home,Entire home/apt,6,,2.5 baths,,4,[],$130.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-27,4,0,0,2020-01-12,2020-03-14,4.75,4.75,4.5,5.0,5.0,4.25,4.0,,f,36,34,2,0,0.08
40133645,https://www.airbnb.com/rooms/40133645,20231227030725,2023-12-27,city scrape,Rental unit in Lancy · ★4.50 · 1 bedroom · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/a833cc5a-5561-4708-beef-a1a612b3c457.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,100%,76%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,56,67,"['email', 'phone']",t,t,,Lancy,,46.17687,6.11919,Entire rental unit,Entire home/apt,4,,1.5 baths,,2,[],$150.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,80,163,2023-12-27,8,0,0,2020-11-24,2022-10-21,4.5,4.75,5.0,5.0,4.88,4.38,4.5,,f,36,34,2,0,0.21
40153834,https://www.airbnb.com/rooms/40153834,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.89 · 1 bedroom · 2 beds · 1 bath,,Quite neighborhood with lots of parks around. <br />Migros supermarket is 2 mins walk away.,https://a0.muscache.com/pictures/9968cd70-3602-4245-bc8b-e18b2f6f3372.jpg,120753957,https://www.airbnb.com/users/show/120753957,Yannis,2017-03-14,"Geneva, Switzerland","",within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/User-120753957/original/05086a08-c10e-490e-a624-7d2cc47c9dff.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-120753957/original/05086a08-c10e-490e-a624-7d2cc47c9dff.jpeg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21664,6.13603,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],,3,200,3,3,1125,1125,3.0,1125.0,,,0,0,0,0,2023-12-27,9,0,0,2019-12-07,2022-09-16,4.89,5.0,4.67,5.0,5.0,4.89,4.67,,f,1,1,0,0,0.18
40196577,https://www.airbnb.com/rooms/40196577,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.50 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/8160339d-4488-4b9f-9661-62dd8806eb41.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,100%,76%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,56,67,"['email', 'phone']",t,t,,Commune de Genève,,46.20418,6.14428,Entire rental unit,Entire home/apt,6,,2 baths,,3,[],$200.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-27,12,0,0,2019-12-06,2020-07-19,4.5,4.75,4.75,4.42,4.58,4.42,4.58,,f,36,34,2,0,0.24
40218129,https://www.airbnb.com/rooms/40218129,20231227030725,2023-12-27,previous scrape,Home in Plan-les-Ouates · 3 bedrooms · 4 beds · 2.5 baths,,,https://a0.muscache.com/pictures/bc7089ae-ccfa-43e9-8ce5-b7325c378057.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,100%,76%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,56,67,"['email', 'phone']",t,t,,Plan-les-Ouates,,46.1669,6.13442,Entire home,Entire home/apt,5,,2.5 baths,,4,[],$200.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-27,2,0,0,2020-02-05,2020-03-06,4.5,5.0,4.5,5.0,5.0,4.5,3.5,,f,36,34,2,0,0.04
40232524,https://www.airbnb.com/rooms/40232524,20231227030725,2023-12-27,city scrape,Rental unit in Carouge · ★4.42 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/ab393499-2532-4fb4-ac19-a9a489ce4637.jpg,17768885,https://www.airbnb.com/users/show/17768885,Naira,2014-07-07,"Geneva, Switzerland","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d8b13081-5307-4527-8399-b606a99ea4c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8b13081-5307-4527-8399-b606a99ea4c7.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Carouge,,46.18028,6.13979,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$94.00,2,60,1,2,60,60,2.0,60.0,,t,22,52,82,88,2023-12-27,19,3,1,2021-03-07,2023-12-02,4.42,4.74,4.53,4.74,4.68,4.58,4.37,,f,1,1,0,0,0.56
40246994,https://www.airbnb.com/rooms/40246994,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.78 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/e551c8d5-7368-47e5-9091-eeeac41ff147.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,,Commune de Genève,,46.20236,6.16431,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$125.00,3,1125,1,1,1125,1125,1.0,1125.0,,t,19,49,77,77,2023-12-27,51,14,0,2020-01-01,2023-11-26,4.78,4.84,4.69,4.82,4.61,4.76,4.69,,t,86,77,7,0,1.05
40347739,https://www.airbnb.com/rooms/40347739,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,,"UN, Geneva old town, commercial center Charmilles, parks, river and lake",https://a0.muscache.com/pictures/2c5a9b09-d928-4759-bf34-272eec92b260.jpg,21017042,https://www.airbnb.com/users/show/21017042,Yun,2014-09-06,"Geneva, Switzerland",I like music and cocktails. ,N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/User-21017042/original/0b832e69-2431-430b-843a-cada5b931c4b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21017042/original/0b832e69-2431-430b-843a-cada5b931c4b.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Genève, GE, Switzerland",Commune de Genève,,46.20848,6.13001,Entire rental unit,Entire home/apt,3,,1.5 baths,,2,[],$180.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,17,17,17,17,2023-12-27,18,13,0,2020-01-26,2023-09-15,4.94,4.94,4.78,4.89,5.0,4.89,4.89,,f,1,1,0,0,0.38
40362622,https://www.airbnb.com/rooms/40362622,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/72150577-bf98-43ef-a1fc-934b439955f9.jpg,46143912,https://www.airbnb.com/users/show/46143912,Philippe,2015-10-09,"Geneva, Switzerland",weDoux - Airbnb Management Solution,within an hour,100%,76%,f,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b420497-d359-4c30-a041-32b0e697aba7.jpg?aki_policy=profile_x_medium,,56,67,"['email', 'phone']",t,t,,Commune de Genève,,46.20637,6.13816,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$100.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-27,1,0,0,2020-02-01,2020-02-01,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,f,36,34,2,0,0.02
40445945,https://www.airbnb.com/rooms/40445945,20231227030725,2023-12-27,city scrape,Bed and breakfast in Thônex · ★4.79 · 1 bedroom · 2 beds · 1.5 shared baths,,"If you would like to eat typical Swiss food “Le Gruyérien” is one of the best restaurants to eat fondu, it is only a ten minute walk. The sport center Sous-Moulin, a three minute walk, also makes fabulous pizzas.  The sport center also provides a fitness center, an ice rink, etc.<br />The city of Thônex is located at the border of France and Switzerland, witch offers you a lot of possibilities to go shopping or dining out.",https://a0.muscache.com/pictures/aee8cb57-41d3-48fc-836e-e0cffcf12d59.jpg,22351537,https://www.airbnb.com/users/show/22351537,Justine,2014-10-10,"Geneva, Switzerland","Je suis maman de 4 enfants deux filles adultes de 24 et 22 ans et deux garçon de 16 et 14ans. Nous vivons dans notre maison dans un quartier calme proche de la ville. 
Nous louons une chambre au 1er étage de notre maison, que nous pouvons aménager au gré des demandes de nos hôtes, en chambre individuelle, deux lits séparés un grand lit double. Les voyageurs partagent la salle de bain avec baignoire avec mes deux filles.
Mes enfants et moi aimons recevoir et cette chambre est une ouverture sur le monde et d'autres cultures, ce n'est que du positif et un énorme enrichissement.

I am mother of 4 kids aged 24 to 14 , living together in our place.
When we live in the house we have 1 rooms for rent :
A single or double room on the first floor with bathroom to share with children.
We have two dogs and 2 cats. The house is full set with ammenities so that you can spend great  and quite holidays in Switzerland. Close to the Motorway, close to public transportation and close to commercial area.

Soy madre de 4 hijos, que tienen entre 24 y 14 años. Vivimos en una zona muy tranquila muy bien comunicada.
Alquilo una habitacion, está en la primera planta y la puedo preparar como la quieren los huéspedes, simple o doble, a veces incluso pueden dormir 3 personas. Los viajeros comparten el cuarto de baño con mis dos ninos. 
Nos gusta recibir gente y de esta manera abro el horizonte a mis hijos y descubrimos otras culturas en casa, y cada visita es enriquecida.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/6ca8e5bd-20af-4fb9-8243-850dd70bdcf4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ca8e5bd-20af-4fb9-8243-850dd70bdcf4.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Thônex, Genève, Switzerland",Thônex,,46.18691,6.19312,Private room in bed and breakfast,Private room,2,,1.5 shared baths,,2,[],$50.00,1,1125,1,2,1125,1125,1.7,1125.0,,t,3,3,3,3,2023-12-27,72,13,0,2020-01-26,2023-09-10,4.79,4.78,4.58,4.82,4.76,4.67,4.82,,t,1,0,1,0,1.51
40468058,https://www.airbnb.com/rooms/40468058,20231227030725,2023-12-27,city scrape,Bed and breakfast in Plan-les-Ouates · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/a2fe1f0b-c8b3-450a-b295-fe0f604a84f4.jpg,13719297,https://www.airbnb.com/users/show/13719297,Hassan,2014-03-31,"Geneva, Switzerland","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/ed614b2b-9d37-4142-85d0-0c62f12cb4e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed614b2b-9d37-4142-85d0-0c62f12cb4e3.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Plan-les-Ouates,,46.16637,6.11427,Private room in bed and breakfast,Private room,1,,1 private bath,,1,[],$85.00,3,30,3,3,30,30,3.0,30.0,,t,28,58,88,363,2023-12-27,1,1,0,2023-05-11,2023-05-11,3.0,4.0,4.0,5.0,5.0,4.0,3.0,,f,1,0,1,0,0.13
40525699,https://www.airbnb.com/rooms/40525699,20231227030725,2023-12-27,city scrape,Home in Le Grand-Saconnex · 1 bedroom · 4 beds · 1 shared bath,,,https://a0.muscache.com/pictures/7a2fccac-5341-468e-b385-c38720a66fc0.jpg,167921496,https://www.airbnb.com/users/show/167921496,Anne-Lise & Daniel,2018-01-15,"Grand-Saconnex, Switzerland","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/b2a339df-fd90-4e89-a07e-c302f416a6ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2a339df-fd90-4e89-a07e-c302f416a6ae.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Grand-Saconnex,,46.23473812250276,6.125027225065507,Private room in home,Private room,4,,1 shared bath,,4,[],$160.00,1,20,1,1,20,20,1.0,20.0,,t,27,57,87,265,2023-12-27,1,1,0,2023-05-11,2023-05-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,7,0,7,0,0.13
